Number,SMILES,IC50 NDM (uM),,,,
629,O=S(CC(O)CN1CCOCC1)(O)=O,NA,,,,
630,OC(N)CC(CC(O)N)CC(O)CS(=O)(O)=O,NA,,,,
632,C1(C2=CC=CC=C2C3=NN=NN3)=CC=CC=C1,NA,,,,
633,CC1=CC=C(C2=CC=CC=C2C3=NN=NN3)C=C1,NA,,,,
634,C1(CN2C=NC3=C2C=CC=C3)=CC=C(C4=CC=CC=C4C5=NN=NN5)C=C1,NA,,,,
635,CC1=NC(C=CC=C2)=C2N1CC3=CC=C(C4=CC=CC=C4C5=NN=NN5)C=C3,NA,,,,
636,C1(CN2C=NC3=C2N=CC=C3)=CC=C(C4=CC=CC=C4C5=NN=NN5)C=C1,NA,,,,
637,ClC1=NC2=C(C=C1)N=C(CCC)N2CC3=CC=C(C4=CC=CC=C4C5=NN=NN5)C=C3,NA,,,,
638,CC1=CC=NC2=C1N=C(C(C)C)N2CC3=CC=C(C4=CC=CC=C4C5=NN=NN5)C=C3,NA,,,,
639,O=C1C2=C(C=CC(O)=C2)N=C(CCCC)N1C3=CC=C(C4=CC=CC=C4C5=NN=NN5)C=C3,NA,,,,
640,C1(COC2=CC=C(C(CCC=C3)=C3N4)C4=C2)=CC=C(C5=CC=CC=C5C6=NN=NN6)C=C1,NA,,,,
641,OC1=CC2=C(C=C1)C3=C(C=CCC3)N2CC4=CC=C(C5=CC=CC=C5C6=NN=NN6)C=C4,NA,,,,
642,C1(CN2C(C=CCC3)=C3C4=C2C=CC=C4)=CC=C(C5=CC=CC=C5C6=NN=NN6)C=C1,NA,,,,
643,O=C1C2=C(C=CS2)N=C(CCCC)N1CC3=CC=C(C4=CC=CC=C4C5=NN=NN5)C=C3,NA,,,,
644,CCCC1=NC(CC)=C(C=O)N1CC2=CC=C(C3=CC=CC=C3C4=NN=NN4)C=C2,NA,,,,
645,O=C(O)C1=CC=CC(C(O)=O)=N1,NA,,,,
646,NC(C(N[C@H](C)C(SCC(O)=O)=O)=O)C1=CC=CC=C1,NA,,,,
647,O=C(N[C@H](C)C(SCC(O)=O)=O)CC1=CC=CC=C1,NA,,,,
648,O=C(N[C@H](C)C(SCC(O)=O)=O)C1=CC=CC=C1,NA,,,,
649,C[C@@H]([NH3+])C(SCC(O)=O)=O.O=C([O-])C(Cl)(Cl)Cl,NA,,,,
650,O=C(NOC(SCC(O)=O)=O)C1=CC=CC=C1,NA,,,,
710,NC1=C(C#N)C(C2=CC=CC=C2)=C(C3=CC=CC=C3)N1CC4=CC=CC=C4,NA,,,,
711,O=C(C1=CC=CC=C1)N(C(C2=CC=CC=C2)=O)C3=C(C#N)C(C4=CC=CC=C4)=C(C5=CC=CC=C5)N3CC6=CC=CC=C6,NA,,,,
712,O=C(C1=CC=CC=C1)NC2=C(C#N)C(C3=CC=CC=C3)=C(C4=CC=CC=C4)N2CC5=CC=CC=C5,NA,,,,
713,O=C(C1=CC=C([N+]([O-])=O)C=C1)NC2=C(C#N)C(C3=CC=CC=C3)=C(C4=CC=CC=C4)N2CC5=CC=CC=C5,NA,,,,
714,O=C(C1=CC=C(C(C2=CC=CC=C2)=O)C=C1)NC3=C(C#N)C(C4=CC=CC=C4)=C(C5=CC=CC=C5)N3CC6=CC=CC=C6,NA,,,,
715,O=C(C1=CC(C)=CC(C)=C1)NC2=C(C#N)C(C3=CC=CC=C3)=C(C4=CC=CC=C4)N2CC5=CC=CC=C5,NA,,,,
716,O=C(C1=CC=CC([N+]([O-])=O)=C1)NC2=C(C#N)C(C3=CC=CC=C3)=C(C4=CC=CC=C4)N2CC5=CC=CC=C5,NA,,,,
717,S[C@@H](C(O)=O)C1=CC=CC=C1,NA,,,,
718,S[C@@H](C(O)=O)CC1=CC=CC=C1,NA,,,,
723,O=C(OC)C(C=N1)=CC=C1CN(CC2=NC=CC=C2)CC3=NC=CC=C3,NA,,,,
724,OC(C(C=N1)=CC=C1CN(CC2=NC=CC=C2)CC3=NC=CC=C3)=O,NA,,,,
725,OCC(C=N1)=CC=C1CN(CC2=NC=CC=C2)CC3=NC=CC=C3,NA,,,,
726,ClNCC(C=N1)=CC=C1CN(CC2=NC=CC=C2)CC3=NC=CC=C3,NA,,,,
727,O=C(N[C@H](C)C(N[C@H](C)C(OC)=O)=O)C(C=N1)=CC=C1CN(CC2=NC=CC=C2)CC3=NC=CC=C3,NA,,,,
728,O=C(N[C@@H](C)C(N[C@@H](C)C(OC)=O)=O)C(C=N1)=CC=C1CN(CC2=NC=CC=C2)CC3=NC=CC=C3,NA,,,,
729,O=C(NCC(NCC(OC)=O)=O)C(C=N1)=CC=C1CN(CC2=NC=CC=C2)CC3=NC=CC=C3,NA,,,,
730,O=C(NCC=C)C(C=N1)=CC=C1CN(CC2=NC=CC=C2)CC3=NC=CC=C3,NA,,,,
731,O=C(N1CCNCC1)C(C=N2)=CC=C2CN(CC3=NC=CC=C3)CC4=NC=CC=C4,NA,,,,
732,N[C@@H](C)C(N[C@@H](C)C(NCC(C=N1)=CC=C1CN(CC2=NC=CC=C2)CC3=NC=CC=C3)=O)=O,NA,,,,
733,O=C(NC1=CC=C(CC(N[C@H](C)C(N[C@H](C)C(OC)=O)=O)=O)C=C1)C(C=N2)=CC=C2CN(CC3=NC=CC=C3)CC4=NC=CC=C4,NA,,,,
734,O=C(NCCCCCCNC([C@@H](C)NC([C@@H](C)N)=O)=O)C(C=N1)=CC=C1CN(CC2=NC=CC=C2)CC3=NC=CC=C3,NA,,,,
735,O=C(N1CCC(CCNC([C@@H](C)NC([C@@H](C)N)=O)=O)CC1)C(C=N2)=CC=C2CN(CC3=NC=CC=C3)CC4=NC=CC=C4,NA,,,,
736,O=C(N1CCN(C([C@@H](C)NC([C@@H](C)N)=O)=O)CC1)C(C=N2)=CC=C2CN(CC3=NC=CC=C3)CC4=NC=CC=C4,NA,,,,
738,CC/C(C(O[Na])=O)=C(C(O[Na])=O)\CC,NA,,,,
739,SC1=CC=CC=C1P(OC(C)C)(OC(C)C)=O,NA,,,,
740,SC1=CC=CC=C1P(O)(O)=O,NA,,,,
741,SCC1=CC=CC=C1P(OC(C)C)(OC(C)C)=O,NA,,,,
742,SCC1=CC=CC=C1P(O)(O)=O,NA,,,,
743,CCC(S)P(OC(C)C)(OC(C)C)=O,NA,,,,
744,OP(C(S)CC)(O)=O,NA,,,,
745,O=P(C(S)C1=CC=CC=C1)(OC(C)C)OC(C)C,NA,,,,
746,OP(C(S)C1=CC=CC=C1)(O)=O,NA,,,,
747,FC1=CC=C(S)C(P(O)(O)=O)=C1,NA,,,,
748,OP(C(S)C1=C(Cl)C=C(Cl)C=C1)(O)=O,NA,,,,
749,OP(C(S)C1=C(OC)C=CC=C1)(O)=O,NA,,,,
750,OP(C(S)C1=CC=C(Br)C=C1)(O)=O,NA,,,,
751,OP(C(S)C1=CC=C(Cl)C=C1)(O)=O,NA,,,,
752,OP(C(S)C1=CC=C(F)C=C1)(O)=O,NA,,,,
753,ClC1=NC=NC2=C1C(C3=CC=CC=C3)=C(C4=CC=CC=C4)N2C5=CC=C(C)C=C5,NA,,,,
754,ClC1=NC=NC2=C1C(C3=CC=CC=C3)=C(C4=CC=CC=C4)N2C5=CC=C(OC)C=C5,NA,,,,
755,ClC1=NC=NC2=C1C(C3=CC=CC=C3)=CN2C4=CC=C(C)C=C4,NA,,,,
756,COC(C=C1)=CC=C1N(C(N=CN/2)=C3C2=C(C#N)/C#N)C(C4=CC=CC=C4)=C3C5=CC=CC=C5,NA,,,,
757,CC(C=C1)=CC=C1N(C2=C3C(NC/N=C/C4=CC=CC=C4)=NC=N2)C(C5=CC=CC=C5)=C3C6=CC=CC=C6,NA,,,,
758,CC(C=C1)=CC=C1N(C(N=CN23)=C4C2=NNC3=S)C(C5=CC=CC=C5)=C4C6=CC=CC=C6,NA,,,,
759,NC(NNC(C1=CC=CC=C1)=O)=S,NA,,,,
760,O=C(C1=CC=C(C(NNC(N)=S)=O)C=C1)C2=CC=CC=C2,NA,,,,
761,NC(NNC(C(C=C1)=CC=C1CC2=CC=CC=C2)=O)=S,NA,,,,
762,O=C(C1=CC=C(C(NNC(N)=S)=O)C=C1)C2=CC([N+]([O-])=O)=CC=C2,NA,,,,
763,O=C(C1=CC=C(C(NNC(N)=S)=O)C=C1)C2=CC=C([N+]([O-])=O)C=C2,NA,,,,
764,O=C(C1=CC=C(C(NNC(N)=S)=O)C=C1)C2=C(Cl)C=CC=C2,NA,,,,
765,O=C(C1=CC=CC(C(NNC(N)=S)=O)=C1)C2=CC=C(C)C=C2,NA,,,,
766,O=C(C1=CC=C(C(C2=NN=C(S)N2)=O)C=C1)C3=CC=CC=C3,NA,,,,
767,O=C([C@@H](CS)C)N1CCC[C@H]1C(O)=O,NA,,,,
768,S=C1NC(C2=CC=CC=C2)C(C(C)=O)=C(C)N1,NA,,,,
769,S=C1NC(/C=C/C2=CC=CC=C2)C(C(C)=O)=C(C)N1,NA,,,,
770,CC1=C(C(C)=O)C(C2=CC=C(OC)C=C2)NC(SCC(O)=O)=N1,NA,,,,
771,S=C1NC(C2=CC=C(OC)C=C2)C(/C(C)=C(C#N)/C#N)=C(C)N1,NA,,,,
772,S=C1NC(/C=C/C2=CC=CC=C2)C(C3=NN(C4=CC=CC=C4)C(C5=CC=CC=C5OC)=C3)=C(C)N1,NA,,,,
773,S=C1NC(/C=C/C2=CC=CC=C2)C(C(NC3=CC=C(S(=O)(NC4=NC=CC=N4)=O)C=C3)=O)=C(C)N1,NA,,,,
774,NC1=C(C#N)C(C2=CC=CC=C2)=C(C3=CC=CC=C3)N1CC4=CC=CC=C4,NA,,,,
775,N#CC1=C(N/N=C(C#N)\C#N)N(CC2=CC=CC=C2)C(C3=CC=CC=C3)=C1C4=CC=CC=C4,NA,,,,
776,ClC1=CC(N2C=C(C3=CC=CC=C3)C4=C2NC(NC4=O)=S)=CC=C1Cl,NA,,,,
777,O=C1C2=C(N=CN1)N(CC3=CC=CC=C3)C(C4=CC=CC=C4)=C2C5=CC=CC=C5,NA,,,,
778,S=C1C2=C(N=CN1)N(CC3=CC=CC=C3)C(C4=CC=CC=C4)=C2C5=CC=CC=C5,NA,,,,
779,NNC1=NC=NC2=C1C(C3=CC=CC=C3)=C(C4=CC=CC=C4)N2CC5=CC=CC=C5,NA,,,,
788,O=C([C@@H]1C(C)(C)C1)N/C(C(O)=O)=C\CCCCSC[C@@]([H])(C(O)=O)N,NA,,,,
789,CC(C(SCC(O)=O)=O)NC(C1=CC=CC=C1)=O,NA,,,,
790,O=S(CCN1CCOCC1)(O)=O,NA,,,,
791,O=C(N[C@H](C1=CC=C(CN2N=NN=C2)S1)C(O)=O)[C@@H](CS)CCC3=CC=CC=C3,NA,,,,
792,OC[C@H]1N[C@@H](C(NCCS(=O)(O)=O)=O)C[C@H]1OC2O[C@@H](CO)[C@@H](OS(=O)(O)=O)C(O)C2NC(C)=O,NA,,,,
820,O=P([O-])(O)CC(C1=C([H])C2=C(OCO2)C=C1O3)=CC3=O,NA,,,,
821,O=P([O-])(O)CC(C1=C([H])C([H])=C(C)C=C1O2)=CC2=O,NA,,,,
822,O=P([O-])(O)CC(C1=C([H])C(C)=C([H])C=C1O2)=CC2=O,NA,,,,
824,O=P([O-])(O)CC(C1=C(OC)C([H])=C(C)C=C1O2)=CC2=O,NA,,,,
825,O=P([O-])(O)CC(C1=C(F)C([H])=C(F)C=C1O2)=CC2=O,NA,,,,
832,O=P([O-])(O)CC1=CC=NC2=CC([H])=C([H])C([H])=C21,NA,,,,
838,O=C1C=CC(CC(N)C(O)=O)C=C1O,NA,,,,
839,COC1=CC(C(C(CO)O2)OC3=C2C=CC(C(C(O)C4=O)OC5=C4C(O)=CC(O)=C5)=C3)=CC=C1O,NA,,,,
875,O=C(CS)N[C@H](C(O)=O)CC(C=C1)=CC=C1COC2=CC=CC=C2,NA,,,,
876,O=C(CS)N[C@H](C(O)=O)CC(C=C1)=CC=C1COC2=C(C)C=CC=C2,NA,,,,
877,O=C(CS)N[C@H](C(O)=O)CC(C=C1)=CC=C1COC2=CC(C)=CC=C2,NA,,,,
878,O=C(CS)N[C@H](C(O)=O)CC(C=C1)=CC=C1COC2=CC=C(C)C=C2,NA,,,,
879,O=C(CS)N[C@H](C(O)=O)CC(C=C1)=CC=C1COC2=C(Cl)C=CC=C2,NA,,,,
880,O=C(CS)N[C@H](C(O)=O)CC(C=C1)=CC=C1COC2=CC(Cl)=CC=C2,NA,,,,
881,O=C(CS)N[C@H](C(O)=O)CC(C=C1)=CC=C1COC2=CC=C(Cl)C=C2,NA,,,,
882,O=C(CS)N[C@H](C(O)=O)CC(C=C1)=CC=C1COC2=C([N+]([O-])=O)C=CC=C2,NA,,,,
883,O=C(CS)N[C@H](C(O)=O)CC(C=C1)=CC=C1COC2=CC([N+]([O-])=O)=CC=C2,NA,,,,
884,O=C(CS)N[C@H](C(O)=O)CC(C=C1)=CC=C1COC2=CC=C([N+]([O-])=O)C=C2,NA,,,,
885,O=C(CS)N[C@H](C(O)=O)CC(C=C1)=CC=C1COC2=CC(Br)=CC=C2,NA,,,,
886,O=C(CS)N[C@H](C(O)=O)CC(C=C1)=CC=C1COC2=CC=C(Br)C=C2,NA,,,,
890,N1(CC2=CC=CC=C2)C=CN=C1,NA,,,,
891,CC1=NC=CN1CC2=CC=CC=C2,NA,,,,
892,CC(C=C1)=CC=C1CN2C=CN=C2,NA,,,,
893,CC1=NC=CN1CC2=CC=C(C)C=C2,NA,,,,
894,ClC1=CC=CC=C1CN2C=CN=C2,NA,,,,
895,CC1=NC=CN1CC2=CC=CC=C2Cl,NA,,,,
896,ClC(C=C1)=CC=C1CN2C=CN=C2,NA,,,,
897,CC1=NC=CN1CC2=CC=C(Cl)C=C2,NA,,,,
898,COC(C=C1)=CC=C1CN2C=CN=C2,NA,,,,
899,CC1=NC=CN1CC2=CC=C(OC)C=C2,NA,,,,
900,NC(C=C1)=CC=C1CN2C=CN=C2,NA,,,,
901,CC1=NC=CN1CC2=CC=C(N)C=C2,NA,,,,
902,ClC1=CC=C(N)C=C1CN2C=CN=C2,NA,,,,
903,ClC1=CC=C(N)C=C1CN2C=CN=C2C,NA,,,,
904,OC(C=C1)=CC=C1CN2C=CN=C2,NA,,,,
905,OC(C=C1)=CC=C1CN2C=CN=C2C,NA,,,,
906,NCC1=CC(C(OC)=O)=CC=C1,NA,,,,
907,NC1=CC=C(C(F)(F)F)C=C1N,NA,,,,
908,OCC1=CC=C(N2C=NC=C2)C=C1,NA,,,,
909,FC1=CC(Cl)=C(CC(N)=O)C=C1,NA,,,,
910,NC1=CC(CN2C=NC=C2)=CC=C1,NA,,,,
911,OCC1=CC=C(CN2C=NC=C2)C=C1,NA,,,,
912,NC1=CC(C2=CN=CC=C2)=CC=C1,NA,,,,
913,NC1=CC=C(CN2C=NC=C2)C=C1,NA,,,,
914,ClC1=CC=C(C2=NNC(N)=C2)C=C1,NA,,,,
915,CN1C(C(F)(F)F)=NN=C1S,NA,,,,
916,O=C([C@H](C)CS)N1CCC[C@H]1C(O)=O,NA,,,,
917,O=C(N1)SC2=C1S[C@@]([C@H]3CC[C@@H]4C3)([H])[C@@]4([H])[C@H]2C5=CC=CN=C5,NA,,,,
929,CC1=NC2=CC3=C(OCO3)C=C2C(N/N=C/C4=CC=C(C(OCC)OCC)C=C4)=C1,NA,,,,
941,O=S(NC(C=C1)=CC=C1/C=N/NC2=CC=NC3=CC=CC=C32)(C)=O,NA,,,,
942,CSC(C=C1)=CC=C1/C=N/NC2=CC=NC3=CC=CC=C32,NA,,,,
943,CC1=NC2=CC3=C(OCO3)C=C2C(NNCC4=CC=C(NS(=O)(C)=O)C=C4)=C1,NA,,,,
948,ClC1=C(Cl)C=CC(Cl)=C1/C=C2SC(N(CC(NN3CCN(C)CC3)=O)C\2=O)=S,NA,,,,
955,O=C(NCCS)CC1=CC=CC=C1,NA,,,,
956,O=C(NC(C)C(SCC(O)=O)=O)C1=CC=CC=C1,NA,,,,
957,OS(CCN1CCOCC1)(=O)=O,NA,,,,
960,N1(CC2=C(C=CC=C3)C3=CC=C2)C=CN=C1,NA,,,,
961,CC1=NC=CN1CC2=C(C=CC=C3)C3=CC=C2,NA,,,,
962,[O-][N+](C1=CC(CN2C=CN=C2)=CC=C1)=O,NA,,,,
963,CC1=NC=CN1CC2=CC=CC([N+]([O-])=O)=C2,NA,,,,
964,[O-][N+](C(C=C1)=CC=C1CN2C=CN=C2)=O,NA,,,,
965,CC1=NC=CN1CC2=CC=C([N+]([O-])=O)C=C2,NA,,,,
966,ClC1=CC=C([N+]([O-])=O)C=C1CN2C=CN=C2,NA,,,,
967,CC1=NC=CN1CC2=CC([N+]([O-])=O)=CC=C2Cl,NA,,,,
968,NC1=CC(CN2C=CN=C2)=CC=C1,NA,,,,
969,CC1=NC=CN1CC2=CC=CC(N)=C2,NA,,,,
1000,FC(C1=CC(C2=NN=C3SCCCN32)=CC=C1)(F)F,NA,,,,
1001,ClC(C=C1)=CC=C1C2=NN=C3SCCCN32,NA,,,,
1002,BrC(C=C1)=CC=C1C2=NN=C3SCCCN32,NA,,,,
1003,IC(C=C1)=CC=C1C2=NN=C3SCCCN32,NA,,,,
1004,FC(C(C=C1)=CC=C1C2=NN=C3SCCCN32)(F)F,NA,,,,
1005,CC1=C([N+]([O-])=O)C=CC=C1C2=NN=C3SCCCN32,NA,,,,
1006,BrC(C=C1)=CC=C1C2=NN=C3SCCN32,NA,,,,
1007,CC(NC(C=C1)=CC=C1NC(C=C2)=CC=C2C3=NN=C4SCCCN43)=O,NA,,,,
1008,OC(C=CC=C1)=C1C2=NN=C3SCCCN32,NA,,,,
1009,CC(C)(C)C(C=C1)=CC=C1C2=NN=C3SCCCN32,NA,,,,
1020,N1(CC2=CC=CC=C2)C=CN=C1,NA,,,,
1021,CC1=NC=CN1CC2=CC=CC=C2,NA,,,,
1022,CC(C=C1)=CC=C1CN2C=CN=C2,NA,,,,
1023,CC(C=C1)=CC=C1CN2C=CN=C2C,NA,,,,
1024,ClC1=CC=CC=C1CN2C=CN=C2,NA,,,,
1025,ClC1=CC=CC=C1CN2C=CN=C2C,NA,,,,
1026,ClC(C=C1)=CC=C1CN2C=CN=C2,NA,,,,
1027,ClC(C=C1)=CC=C1CN2C=CN=C2C,NA,,,,
1028,COC(C=C1)=CC=C1CN2C=CN=C2,NA,,,,
1029,CC1=NC=CN1CC2=CC=C(OC)C=C2,NA,,,,
1030,N1(CC2=CC=CC3=C2C=CC=C3)C=CN=C1,NA,,,,
1031,CC1=NC=CN1CC2=CC=CC3=C2C=CC=C3,NA,,,,
1032,O=[N+](C1=CC(CN2C=CN=C2)=CC=C1)[O-],NA,,,,
1033,CC1=NC=CN1CC2=CC=CC([N+]([O-])=O)=C2,NA,,,,
1034,O=[N+](C(C=C1)=CC=C1CN2C=CN=C2)[O-],NA,,,,
1035,CC1=NC=CN1CC2=CC=C([N+]([O-])=O)C=C2,NA,,,,
1036,ClC1=CC=C([N+]([O-])=O)C=C1CN2C=CN=C2,NA,,,,
1037,ClC1=CC=C([N+]([O-])=O)C=C1CN2C=CN=C2C,NA,,,,
1038,NC1=CC(CN2C=C[N+]([H])=C2)=CC=C1,NA,,,,
1039,NC1=CC(CN2C=C[N+]([H])=C2C)=CC=C1,NA,,,,
1040,[H][N+]1=CN(CC2=CC=C(N)C=C2)C=C1,NA,,,,
1041,[H][N+]1=C(C)N(CC2=CC=C(N)C=C2)C=C1,NA,,,,
1042,[H][N+]1=CN(CC2=CC(N)=CC=C2Cl)C=C1,NA,,,,
1043,[H][N+]1=C(C)N(CC2=CC(N)=CC=C2Cl)C=C1,NA,,,,
1044,OC(C=C1)=CC=C1CN2C=CN=C2,NA,,,,
1045,OC(C=C1)=CC=C1CN2C=CN=C2C,NA,,,,
1046,O=C(NC1=CC=CC=C1)CSC2=NN=C(C3=C(C(O)=O)C=CC=C3)N2,NA,,,,
1047,O=C(NC1=NC2=CC=CC=C2N1)CSC3=NN=C(C4=C(C(O)=O)C=CC=C4)N3,NA,,,,
1048,O=C(NC1=NC2=CC=CC=C2S1)CSC3=NN=C(C4=C(C(O)=O)C=CC=C4)N3,NA,,,,
1049,O=C(NC1=CC=C(Cl)C=C1)CSC2=NN=C(C3=C(C(O)=O)C=CC=C3)N2,NA,,,,
1050,O=C(NC1=CC=C([N+]([O-])=O)C=C1)CSC2=NN=C(C3=C(C(O)=O)C=CC=C3)N2,NA,,,,
1051,O=C(NCC1=CC=CC=C1)CSC2=NN=C(C3=C(C(O)=O)C=CC=C3)N2,NA,,,,
1052,O=C(NC1=C(Cl)C=CC=C1)CSC2=NN=C(C3=C(C(O)=O)C=CC=C3)N2,NA,,,,
1053,O=C(NC1=CC(Cl)=CC=C1)CSC2=NN=C(C3=C(C(O)=O)C=CC=C3)N2,NA,,,,
1054,O=C(NC1=C([N+]([O-])=O)C=CC=C1)CSC2=NN=C(C3=C(C(O)=O)C=CC=C3)N2,NA,,,,
1055,O=C(NC1=CC([N+]([O-])=O)=CC=C1)CSC2=NN=C(C3=C(C(O)=O)C=CC=C3)N2,NA,,,,
1056,OC(C=CC=C1)=C1C2=NN=C(SCC(NC3=CC=C(Cl)C=C3)=O)S2,NA,,,,
1057,OC(C=CC=C1)=C1C2=NN=C(SCC(NC3=CC(Cl)=CC=C3)=O)S2,NA,,,,
1058,OC(C=CC=C1)=C1C2=NN=C(SCC(NC3=CC(Cl)=C(Cl)C=C3)=O)S2,NA,,,,
1059,OC(C=CC=C1)=C1C2=NN=C(SCC(NC3=CC=C(Cl)C=C3Cl)=O)S2,NA,,,,
1060,OC(C=CC=C1)=C1C2=NN=C(SCC(NC3=C([N+]([O-])=O)C=C(Cl)C=C3)=O)S2,NA,,,,
1061,OC(C=CC=C1)=C1C2=NN=C(SCC(NC3=CC(Cl)=CC=C3[N+]([O-])=O)=O)S2,NA,,,,
1062,OC(C=CC=C1)=C1C2=NN=C(SCC(NC3=CC=C(Cl)C=C3[N+]([O-])=O)=O)S2,NA,,,,
1063,OC(C=CC=C1)=C1C2=NN=C(SCC(NC3=CC=C(OC(F)(F)F)C=C3)=O)S2,NA,,,,
1064,OC(C=CC=C1)=C1C2=NN=C(SCC(NC3=CC=C(F)C=C3)=O)S2,NA,,,,
1065,OC(C=CC=C1)=C1C2=NN=C(SCC(NC3=CC(F)=CC=C3)=O)S2,NA,,,,
1066,OC(C=CC=C1)=C1C2=NN=C(SCC(NC3=CC=CC=C3F)=O)S2,NA,,,,
1067,OC(C=CC=C1)=C1C2=NN=C(SCC(NC3=C(F)C=CC=C3F)=O)S2,NA,,,,
